0.00	-0.00001938
2.00	-0.00007099
4.00	-0.00007882
6.00	0.00005132
8.00	0.00009796
10.00	0.00012836
12.00	-0.00001275
14.00	-0.00051670
16.00	-0.00159793
18.00	-0.00355381
20.00	-0.00686649
22.00	-0.01231241
24.00	-0.02105275
26.00	-0.03477405
28.00	-0.05532319
30.00	-0.08466085
32.00	-0.12433763
34.00	-0.17487087
36.00	-0.23497071
38.00	-0.30073596
40.00	-0.36503903
42.00	-0.41743621
44.00	-0.44492179
46.00	-0.43368618
48.00	-0.37182343
50.00	-0.25264650
52.00	-0.07761487
54.00	0.14179175
56.00	0.38418878
58.00	0.62076868
60.00	0.81990533
62.00	0.95301008
64.00	1.00071479
66.00	0.95308475
68.00	0.82004144
70.00	0.62094759
72.00	0.38438465
74.00	0.14198031
76.00	-0.07745475
78.00	-0.25252771
80.00	-0.37175139
82.00	-0.43365814
84.00	-0.44493015
86.00	-0.41746999
88.00	-0.36508742
90.00	-0.30078919
92.00	-0.23502189
94.00	-0.17491547
96.00	-0.12437383
98.00	-0.08468831
100.00	-0.05534295
102.00	-0.03478749
104.00	-0.02106154
106.00	-0.01231787
108.00	-0.00686991
110.00	-0.00355581
112.00	-0.00159912
114.00	-0.00051728
116.00	-0.00001301
118.00	0.00012837
120.00	0.00009796
122.00	0.00005141
124.00	-0.00007876
126.00	-0.00007104
128.00	-0.00001942
