-2428.00;0.70;8.25
-2428.11;0.70;8.43
-2428.11;0.69;8.43
-2428.80;0.69;8.95
-2428.80;0.70;8.95
-2429.00;0.70;9.02
-2429.00;0.69;9.02
-2430.00;0.69;10.66
-2430.00;0.68;10.70
-2431.00;0.68;10.11
-2431.00;0.68;10.10
-2432.00;0.68;10.55
-2432.00;0.68;10.55
-2433.00;0.68;10.40
-2433.00;0.68;10.40
-2434.00;0.68;10.50
-2434.00;0.68;10.51
-2435.00;0.68;11.42
-2435.00;0.68;11.42
-2436.00;0.68;10.16
-2436.00;0.68;10.16
-2437.00;0.68;11.92
-2437.00;0.74;11.92
-2437.03;0.74;11.89
-2437.03;0.75;11.89
-2438.00;0.75;12.87
-2438.00;0.81;12.87
-2439.00;0.81;12.58
-2439.00;0.81;12.57
-2440.00;0.81;11.95
-2440.00;0.81;11.94
-2441.00;0.81;11.99
-2441.00;0.86;11.99
-2442.00;0.86;12.46
-2442.00;0.91;12.46
-2443.00;0.91;11.88
-2443.00;0.91;11.88
-2443.70;0.91;11.22
-2443.71;0.87;11.23
-2444.00;0.87;11.86
-2444.00;0.87;11.86
-2445.00;0.87;10.76
-2445.00;0.85;10.77
-2445.38;0.85;10.60
-2445.38;0.85;10.60
-2446.00;0.85;13.00
-2446.00;0.83;13.00
-2447.00;0.83;12.53
-2447.00;0.83;12.53
-2448.00;0.83;12.20
-2448.00;0.83;12.20
-2449.00;0.83;12.94
-2449.00;0.75;12.95
-2450.00;0.75;13.21
-2450.00;0.66;13.20
-2451.00;0.66;12.48
-2451.00;0.66;12.48
-2452.00;0.66;13.61
-2452.00;0.66;13.61
-2452.56;0.66;11.44
-2452.56;0.65;11.43
-2453.00;0.65;12.05
-2453.00;0.60;12.05
-2454.00;0.60;11.59
-2454.00;0.55;11.58
-2455.00;0.55;10.63
-2455.00;0.55;10.63
-2456.00;0.55;12.08
-2456.00;0.55;12.08
-2457.00;0.55;12.22
-2457.00;0.59;12.23
-2458.00;0.59;10.92
-2458.00;0.62;10.92
-2459.00;0.62;10.84
-2459.00;0.62;10.84
-2459.61;0.62;10.34
-2459.61;0.59;10.34
-2459.86;0.59;10.57
-2459.86;0.61;10.57
-2460.00;0.61;11.28
-2460.00;0.61;11.28
-2461.00;0.61;12.15
-2461.00;0.67;12.15
-2462.00;0.67;12.16
-2462.00;0.74;12.16
-2463.00;0.74;10.75
-2463.00;0.74;10.75
-2464.00;0.74;11.62
-2464.00;0.74;11.62
-2465.00;0.74;11.55
-2465.00;0.82;11.55
-2466.00;0.82;11.45
-2466.00;0.90;11.45
-2466.55;0.90;12.16
-2466.55;0.90;12.15
-2467.00;0.90;11.67
-2467.00;0.90;11.67
-2468.00;0.90;12.87
-2468.00;0.90;12.87
-2469.00;0.90;12.47
-2469.00;0.95;12.47
-2470.00;0.95;12.61
-2470.00;1.00;12.61
-2471.00;1.00;11.97
-2471.00;1.00;11.99
-2472.00;1.00;13.01
-2472.00;1.00;13.00
-2472.86;1.00;12.95
-2472.86;1.00;12.96
-2473.00;1.00;13.52
-2473.00;0.98;13.52
-2474.00;0.98;15.53
-2474.00;0.96;15.50
-2475.00;0.96;11.86
-2475.00;0.96;11.86
-2476.00;0.96;13.10
-2476.00;0.96;13.11
-2477.00;0.96;12.49
-2477.00;0.86;12.49
-2477.51;0.86;12.36
-2477.51;0.91;12.35
-2478.00;0.91;12.81
-2478.00;0.83;12.80
-2478.43;0.83;13.51
-2478.43;0.84;13.50
-2479.00;0.84;13.23
-2479.00;0.84;13.23
-2480.00;0.84;12.08
-2480.00;0.84;12.08
-2481.00;0.84;11.61
-2481.00;0.71;11.60
-2482.00;0.71;12.08
-2482.00;0.58;12.08
-2483.00;0.58;12.33
-2483.00;0.58;12.34
-2483.13;0.58;12.48
-2483.13;0.60;12.48
-2484.00;0.60;12.63
-2484.00;0.60;12.64
-2485.00;0.60;10.43
-2485.00;0.50;10.44
-2486.00;0.50;9.99
-2486.00;0.39;9.99
-2487.00;0.39;10.42
-2487.00;0.39;10.42
-2487.44;0.39;11.03
-2487.44;0.41;11.03
-2488.00;0.41;10.47
-2488.00;0.41;10.47
-2489.00;0.41;10.91
-2489.00;0.37;10.92
-2490.00;0.37;11.87
-2490.00;0.34;11.88
-2491.00;0.34;10.33
-2491.00;0.34;10.34
-2491.12;0.34;11.10
-2491.12;0.35;11.10
-2492.00;0.35;10.76
-2492.00;0.35;10.77
-2493.00;0.35;11.02
-2493.00;0.38;11.04
-2493.81;0.38;11.62
-2493.82;0.35;11.64
-2494.00;0.35;11.54
-2494.00;0.37;11.54
-2494.37;0.37;12.09
-2494.37;0.38;12.09
-2495.00;0.38;12.00
-2495.00;0.38;12.00
-2496.00;0.38;11.72
-2496.00;0.38;11.71
-2497.00;0.38;12.23
-2497.00;0.44;12.23
-2497.87;0.44;11.78
-2497.87;0.43;11.78
-2498.00;0.43;12.48
-2498.00;0.50;12.48
-2499.00;0.50;12.31
-2499.00;0.50;12.31
-2500.00;0.50;12.02
-2500.00;0.50;12.01
-2501.00;0.50;12.91
-2501.00;0.58;12.92
-2501.16;0.58;12.51
-2501.16;0.58;12.50
-2502.00;0.58;12.95
-2502.00;0.67;12.94
-2503.00;0.67;13.18
-2503.00;0.67;13.18
-2503.85;0.67;13.56
-2503.85;0.67;13.56
-2504.00;0.67;13.73
-2504.00;0.67;13.73
-2505.00;0.67;13.73
-2505.00;0.75;13.74
-2506.00;0.75;11.42
-2506.00;0.83;11.44
-2506.65;0.83;12.45
-2506.66;0.84;12.43
-2507.00;0.84;11.83
-2507.00;0.84;11.83
-2508.00;0.84;11.96
-2508.00;0.84;11.96
-2509.00;0.84;11.57
-2509.00;0.85;11.56
-2509.23;0.85;11.15
-2509.23;0.84;11.16
-2510.00;0.84;11.83
-2510.00;0.85;11.83
-2511.00;0.85;12.65
-2511.00;0.85;12.65
-2511.37;0.85;11.57
-2511.37;0.85;11.58
-2512.00;0.85;11.52
-2512.00;0.85;11.50
-2513.00;0.85;9.90
-2513.00;0.78;9.91
-2513.10;0.78;10.96
-2513.10;0.80;10.96
-2513.69;0.80;10.70
-2513.69;0.80;10.71
-2514.00;0.80;11.62
-2514.00;0.74;11.62
-2515.00;0.74;11.74
-2515.00;0.74;11.73
-2515.96;0.74;11.89
-2515.96;0.74;11.89
-2516.00;0.74;11.80
-2516.00;0.74;11.80
-2517.00;0.74;11.93
-2517.00;0.67;11.91
-2517.64;0.67;12.26
-2517.64;0.67;12.26
-2518.00;0.67;12.17
-2518.00;0.61;12.16
-2519.00;0.61;12.33
-2519.00;0.61;12.34
-2519.30;0.61;12.25
-2519.30;0.62;12.25
-2520.00;0.62;12.03
-2520.00;0.62;12.00
-2520.76;0.62;12.11
-2520.76;0.64;12.11
-2521.00;0.64;12.02
-2521.00;0.61;12.03
-2522.00;0.61;12.43
-2522.00;0.58;12.42
-2522.04;0.58;12.31
-2522.04;0.57;12.31
-2523.00;0.57;12.45
-2523.00;0.57;12.46
-2523.14;0.57;11.79
-2523.14;0.57;11.79
-2524.00;0.57;12.03
-2524.00;0.57;12.03
-2524.48;0.57;11.77
-2524.48;0.58;11.77
-2525.00;0.58;12.31
-2525.00;0.59;12.33
-2525.50;0.59;11.51
-2525.50;0.59;11.51
-2526.00;0.59;10.27
-2526.00;0.59;10.27
-2526.60;0.59;10.75
-2526.60;0.59;10.74
-2526.88;0.59;11.50
-2526.88;0.58;11.49
-2527.00;0.58;11.28
-2527.00;0.58;11.28
-2527.23;0.58;10.08
-2527.23;0.55;10.08
-2527.15;0.55;10.34
-2527.15;0.53;10.33
-2527.16;0.53;9.64
-2527.16;0.52;9.62
-2527.10;0.52;12.24
-2527.10;0.52;12.23
-2527.00;0.52;11.17
-2527.00;0.52;11.17
-2527.22;0.52;12.01
-2527.22;0.52;12.02
-2527.67;0.52;11.88
-2527.67;0.52;11.88
-2527.80;0.52;11.01
-2527.80;0.53;11.01
-2527.98;0.53;12.24
-2527.98;0.53;12.25
-2528.00;0.53;12.33
-2528.00;0.53;12.33
-2528.67;0.53;11.66
-2528.67;0.50;11.66
-2529.00;0.50;11.24
-2529.00;0.52;11.24
-2529.85;0.52;11.73
-2529.85;0.49;11.73
-2530.00;0.49;11.15
-2530.00;0.50;11.15
-2530.98;0.50;11.91
-2530.98;0.47;11.90
-2531.00;0.47;11.71
-2531.00;0.47;11.71
-2532.00;0.47;11.53
-2532.00;0.47;11.50
-2532.10;0.47;11.96
-2532.10;0.45;11.96
-2533.00;0.45;11.37
-2533.00;0.47;11.38
-2533.34;0.47;11.43
-2533.34;0.45;11.43
-2534.00;0.45;11.10
-2534.00;0.47;11.09
-2534.89;0.47;12.09
-2534.89;0.46;12.07
-2535.00;0.46;12.27
-2535.00;0.46;12.27
-2536.00;0.46;10.92
-2536.00;0.46;10.91
-2536.71;0.46;11.07
-2536.72;0.46;11.08
-2537.00;0.46;11.86
-2537.00;0.46;11.86
-2538.00;0.46;11.22
-2538.00;0.47;11.22
-2538.33;0.47;11.50
-2538.33;0.48;11.50
-2539.00;0.48;10.37
-2539.00;0.48;10.37
-2539.52;0.48;11.65
-2539.52;0.49;11.65
-2539.87;0.49;11.12
-2539.87;0.50;11.12
-2540.00;0.50;11.04
-2540.00;0.50;11.04
-2541.00;0.50;9.79
-2541.00;0.51;9.79
-2541.52;0.51;10.46
-2541.52;0.52;10.47
-2542.00;0.52;10.74
-2542.00;0.54;10.74
-2543.00;0.54;11.00
-2543.00;0.54;11.02
-2543.53;0.54;10.71
-2543.53;0.54;10.71
-2544.00;0.54;10.84
-2544.00;0.54;10.84
-2545.00;0.54;10.58
-2545.00;0.55;10.58
-2545.70;0.55;10.35
-2545.70;0.55;10.35
-2546.00;0.55;10.53
-2546.00;0.56;10.52
-2547.00;0.56;10.79
-2547.00;0.56;10.79
-2547.82;0.56;10.62
-2547.82;0.58;10.62
-2548.00;0.58;10.15
-2548.00;0.58;10.15
-2549.00;0.58;9.83
-2549.00;0.59;9.82
-2550.00;0.59;9.90
-2550.00;0.61;9.90
-2550.00;0.61;9.92
-2550.00;0.63;9.92
-2551.00;0.63;9.66
-2551.00;0.63;9.66
-2552.00;0.63;9.39
-2552.00;0.63;9.39
-2552.79;0.63;9.50
-2552.79;0.65;9.50
-2553.00;0.65;10.63
-2553.00;0.66;10.63
-2554.00;0.66;10.67
-2554.00;0.68;10.67
-2555.00;0.68;10.55
-2555.00;0.68;10.55
-2555.24;0.68;10.00
-2555.24;0.68;10.00
-2555.83;0.68;10.55
-2555.83;0.69;10.54
-2556.00;0.69;10.47
-2556.00;0.69;10.47
-2557.00;0.69;9.84
-2557.00;0.68;9.84
-2558.00;0.68;10.33
-2558.00;0.67;10.33
-2558.91;0.67;9.89
-2558.91;0.67;9.88
-2559.00;0.67;10.32
-2559.00;0.67;10.32
-2560.00;0.67;10.35
-2560.00;0.67;10.34
-2561.00;0.67;10.27
-2561.00;0.64;10.27
-2562.00;0.64;10.06
-2562.00;0.61;10.06
-2562.18;0.61;10.21
-2562.18;0.60;10.20
-2563.00;0.60;9.85
-2563.00;0.60;9.85
-2564.00;0.60;9.77
-2564.00;0.60;9.77
-2565.00;0.60;10.14
-2565.00;0.57;10.14
-2566.00;0.57;10.35
-2566.00;0.54;10.35
-2566.01;0.54;10.36
-2566.01;0.54;10.36
-2567.00;0.54;9.91
-2567.00;0.54;9.92
-2568.00;0.54;9.68
-2568.00;0.54;9.68
-2569.00;0.54;9.85
-2569.00;0.51;9.85
-2570.00;0.51;10.30
-2570.00;0.48;10.29
-2570.06;0.48;10.16
-2570.06;0.48;10.16
-2571.00;0.48;10.31
-2571.00;0.48;10.31
-2572.00;0.48;9.64
-2572.00;0.48;9.64
-2573.00;0.48;9.68
-2573.00;0.47;9.68
-2574.00;0.47;9.89
-2574.00;0.46;9.89
-2574.28;0.46;9.99
-2574.28;0.46;9.99
-2575.00;0.46;9.96
-2575.00;0.46;9.96
-2576.00;0.46;9.88
-2576.00;0.46;9.88
-2577.00;0.46;9.82
-2577.00;0.47;9.81
-2578.00;0.47;10.07
-2578.00;0.48;10.07
-2579.00;0.48;9.44
-2579.00;0.48;9.44
-2579.28;0.48;9.92
-2579.28;0.47;9.92
-2580.00;0.47;9.88
-2580.00;0.47;9.88
-2581.00;0.47;9.62
-2581.00;0.49;9.62
-2582.00;0.49;9.22
-2582.00;0.51;9.22
-2583.00;0.51;9.66
-2583.00;0.51;9.66
-2583.82;0.51;9.67
-2583.82;0.55;9.67
-2584.00;0.55;9.33
-2584.00;0.55;9.33
-2584.82;0.55;9.74
-2584.82;0.56;9.74
-2585.00;0.56;9.34
-2585.00;0.59;9.34
-2586.00;0.59;10.35
-2586.00;0.62;10.34
-2587.00;0.62;9.90
-2587.00;0.62;9.89
-2588.00;0.62;9.93
-2588.00;0.62;9.93
-2589.00;0.62;9.99
-2589.00;0.66;9.99
-2590.00;0.66;9.63
-2590.00;0.70;9.63
-2590.56;0.70;9.72
-2590.56;0.72;9.72
-2591.00;0.72;9.87
-2591.00;0.72;9.88
-2592.00;0.72;9.47
-2592.00;0.72;9.47
-2593.00;0.72;9.79
-2593.00;0.76;9.79
-2594.00;0.76;9.45
-2594.00;0.80;9.45
-2595.00;0.80;10.08
-2595.00;0.80;10.07
-2596.00;0.80;9.80
-2596.00;0.80;9.80
-2596.28;0.80;9.34
-2596.28;0.82;9.34
-2597.00;0.82;9.09
-2597.00;0.87;9.09
-2598.00;0.87;10.02
-2598.00;0.92;10.02
-2599.00;0.92;8.47
-2599.00;0.92;8.47
-2600.00;0.92;9.99
-2600.00;0.92;10.00
-2601.00;0.92;10.31
-2601.00;0.96;10.31
-2602.00;0.96;10.37
-2602.00;1.00;10.38
-2602.03;1.00;10.53
-2602.03;0.97;10.53
-2603.00;0.97;11.60
-2603.00;0.97;11.60
-2604.00;0.97;9.94
-2604.00;0.97;9.94
-2605.00;0.97;8.26
-2605.00;0.98;8.25
-2606.00;0.98;7.96
-2606.00;0.99;7.96
-2607.00;0.99;7.76
-2607.00;0.99;7.76
-2607.71;0.99;7.69
-2607.71;0.95;7.69
-2608.00;0.95;7.68
-2608.00;0.95;7.68
-2609.00;0.95;7.47
-2609.00;0.95;7.47
-2610.00;0.95;7.10
-2610.00;0.96;7.10
-2611.00;0.96;7.47
-2611.00;0.96;7.47
-2612.00;0.96;8.97
-2612.00;0.96;8.97
-2613.00;0.96;8.27
-2613.00;0.94;8.27
-2613.03;0.94;8.28
-2613.03;0.95;8.28
-2614.00;0.95;9.49
-2614.00;0.95;9.50
-2615.00;0.95;8.50
-2615.00;0.95;8.50
-2616.00;0.95;8.47
-2616.00;0.95;8.47
-2617.00;0.95;7.46
-2617.00;0.91;7.45
-2618.00;0.91;8.25
-2618.00;0.87;8.25
-2618.04;0.87;8.10
-2618.04;0.95;8.10
-2619.00;0.95;8.22
-2619.00;0.95;8.22
-2620.00;0.95;11.21
-2620.00;0.95;11.21
-2621.00;0.95;10.14
-2621.00;0.88;10.14
-2622.00;0.88;9.34
-2622.00;0.81;9.35
-2623.00;0.81;8.87
-2623.00;0.81;8.87
-2623.03;0.81;9.22
-2623.03;0.86;9.22
-2624.00;0.86;7.96
-2624.00;0.86;7.96
-2625.00;0.86;8.19
-2625.00;0.76;8.20
-2626.00;0.76;7.57
-2626.00;0.65;7.57
-2627.00;0.65;8.19
-2627.00;0.65;8.20
-2628.00;0.65;7.33
-2628.00;0.65;7.33
-2628.05;0.65;7.53
-2628.05;0.66;7.53
-2629.00;0.66;7.01
-2629.00;0.55;7.01
-2630.00;0.55;8.59
-2630.00;0.44;8.60
-2631.00;0.44;7.39
-2631.00;0.44;7.39
-2631.51;0.44;8.18
-2631.51;0.46;8.18
-2632.00;0.46;8.43
-2632.00;0.46;8.43
-2633.00;0.46;9.44
-2633.00;0.39;9.45
-2633.33;0.39;8.74
-2633.33;0.39;8.74
-2634.00;0.39;8.35
-2634.00;0.31;8.35
-2635.00;0.31;7.65
-2635.00;0.31;7.65
-2636.00;0.31;7.46
-2636.00;0.31;7.46
-2637.00;0.31;7.88
-2637.00;0.31;7.88
-2638.00;0.31;7.69
-2638.00;0.31;7.69
-2638.99;0.31;7.94
-2638.99;0.29;7.94
-2639.00;0.29;7.93
-2639.00;0.29;7.93
-2640.00;0.29;7.69
-2640.00;0.29;7.69
-2641.00;0.29;7.65
-2641.00;0.33;7.65
-2642.00;0.33;8.72
-2642.00;0.37;8.71
-2643.00;0.37;8.00
-2643.00;0.37;8.00
-2644.00;0.37;8.65
-2644.00;0.37;8.65
-2644.69;0.37;8.39
-2644.69;0.34;8.39
-2645.00;0.34;8.17
-2645.00;0.39;8.17
-2646.00;0.39;8.21
-2646.00;0.44;8.21
-2647.00;0.44;8.46
-2647.00;0.44;8.47
-2648.00;0.44;7.94
-2648.00;0.44;7.94
-2649.00;0.44;7.39
-2649.00;0.47;7.39
-2650.00;0.47;13.58
-2650.00;0.50;13.58
-2650.28;0.50;12.57
-2650.28;0.49;12.57
-2651.00;0.49;8.46
-2651.00;0.49;8.46
-2652.00;0.49;7.38
-2652.00;0.49;7.38
-2653.00;0.49;8.17
-2653.00;0.48;8.16
-2654.00;0.48;8.33
-2654.00;0.48;8.33
-2655.00;0.48;7.50
-2655.00;0.48;7.51
-2656.00;0.48;7.88
-2656.00;0.48;7.87
-2656.11;0.48;7.49
-2656.11;0.49;7.49
-2657.00;0.49;7.50
-2657.00;0.48;7.50
-2658.00;0.48;7.89
-2658.00;0.47;7.90
-2659.00;0.47;7.06
-2659.00;0.47;7.07
-2660.00;0.47;8.88
-2660.00;0.47;8.88
-2661.00;0.47;8.09
-2661.00;0.47;8.09
-2662.00;0.47;10.98
-2662.00;0.46;11.00
-2662.05;0.46;11.69
-2662.05;0.51;11.69
-2663.00;0.51;11.02
-2663.00;0.51;11.02
-2664.00;0.51;8.81
-2664.00;0.51;8.80
-2665.00;0.51;8.78
-2665.00;0.51;8.78
-2666.00;0.51;6.98
-2666.00;0.52;6.98
-2667.00;0.52;8.28
-2667.00;0.52;8.29
-2668.00;0.52;7.47
-2668.00;0.52;7.46
-2668.08;0.52;6.88
-2668.08;0.55;6.88
-2669.00;0.55;7.29
-2669.00;0.55;7.29
-2670.00;0.55;10.10
-2670.00;0.55;10.10
-2671.00;0.55;10.02
-2671.00;0.55;10.02
-2672.00;0.55;9.41
-2672.00;0.55;9.42
-2673.00;0.55;8.26
-2673.00;0.57;8.26
-2674.00;0.57;8.89
-2674.00;0.59;8.88
-2674.10;0.59;8.74
-2674.10;0.58;8.75
-2675.00;0.58;6.99
-2675.00;0.58;6.98
-2676.00;0.58;8.42
-2676.00;0.58;8.42
-2677.00;0.58;10.99
-2677.00;0.60;10.99
-2678.00;0.60;7.69
-2678.00;0.62;7.69
-2679.00;0.62;8.23
-2679.00;0.62;8.24
-2680.00;0.62;10.03
-2680.00;0.62;10.03
-2680.03;0.62;10.13
-2680.03;0.62;10.13
-2681.00;0.62;8.80
-2681.00;0.62;8.80
-2682.00;0.62;7.14
-2682.00;0.63;7.14
-2683.00;0.63;10.21
-2683.00;0.63;10.21
-2684.00;0.63;7.92
-2684.00;0.63;7.93
-2685.00;0.63;8.31
-2685.00;0.61;8.31
-2685.82;0.61;9.29
-2685.82;0.61;9.29
-2686.00;0.61;8.57
-2686.00;0.58;8.57
-2687.00;0.58;8.19
-2687.00;0.58;8.19
-2688.00;0.58;6.93
-2688.00;0.58;6.92
-2689.00;0.58;9.60
-2689.00;0.55;9.59
-2690.00;0.55;7.79
-2690.00;0.52;7.78
-2691.00;0.52;8.63
-2691.00;0.52;8.64
-2691.49;0.52;13.78
-2691.49;0.51;13.77
-2692.00;0.51;11.34
-2692.00;0.51;11.34
-2693.00;0.51;11.61
-2693.00;0.48;11.60
-2694.00;0.48;10.07
-2694.00;0.46;10.06
-2695.00;0.46;10.27
-2695.00;0.46;10.27
-2696.00;0.46;9.82
-2696.00;0.46;9.83
-2697.00;0.46;10.32
-2697.00;0.46;10.31
-2697.02;0.46;10.20
-2697.02;0.45;10.20
-2698.00;0.45;9.70
-2698.00;0.44;9.70
-2699.00;0.44;8.78
-2699.00;0.44;8.79
-2700.00;0.44;12.09
-2700.00;0.44;12.08
-2701.00;0.44;12.73
-2701.00;0.46;12.72
-2702.00;0.46;9.82
-2702.00;0.48;9.83
-2702.39;0.48;10.35
-2702.39;0.43;10.35
-2703.00;0.43;10.62
-2703.00;0.43;10.62
-2704.00;0.43;10.23
-2704.00;0.43;10.23
-2705.00;0.43;11.00
-2705.00;0.48;11.00
-2706.00;0.48;11.21
-2706.00;0.53;11.21
-2707.00;0.53;10.29
-2707.00;0.53;10.28
-2707.67;0.53;11.40
-2707.67;0.49;11.40
-2708.00;0.49;10.83
-2708.00;0.49;10.83
-2709.00;0.49;10.72
-2709.00;0.55;10.71
-2710.00;0.55;10.56
-2710.00;0.61;10.56
-2711.00;0.61;10.50
-2711.00;0.61;10.50
-2712.00;0.61;9.74
-2712.00;0.61;9.74
-2712.82;0.61;10.92
-2712.82;0.57;10.92
-2713.00;0.57;10.01
-2713.00;0.62;10.01
-2714.00;0.62;10.09
-2714.00;0.67;10.08
-2715.00;0.67;9.81
-2715.00;0.67;9.81
-2716.00;0.67;9.18
-2716.00;0.67;9.18
-2717.00;0.67;8.76
-2717.00;0.68;8.75
-2717.82;0.68;8.82
-2717.82;0.65;8.82
-2718.00;0.65;8.30
-2718.00;0.67;8.30
-2719.00;0.67;8.76
-2719.00;0.67;8.77
-2720.00;0.67;9.29
